Corporation,Route No,Service Type,Source,Destination,Departure,Arrival
SETC,1300SALKCBNS / 422NS,NON AC SLEEPER SEATER,SALEM,CHENNAI-KILAMBAKKAM-KCBT,13:00,19:00
SALEM,1310SALKCBDD01L / 975A,DELUXE 3X2,SALEM,CHENNAI-KILAMBAKKAM-KCBT,13:10,20:10
SETC,1330SALKCBAB / 422AB,AC SLEEPER SEATER,SALEM,CHENNAI-KILAMBAKKAM-KCBT,13:30,19:30
SETC,1345SALKCBAS / 422AS,AC SLEEPER,SALEM,CHENNAI-KILAMBAKKAM-KCBT,13:45,19:35
VILLUPURAM,1405SALKCBVV01L / 281AX,DELUXE 3X2,SALEM,CHENNAI-KILAMBAKKAM-KCBT,14:05,21:25
SETC,1430SALKCBAB / 422AB,AC SLEEPER SEATER,SALEM,CHENNAI-KILAMBAKKAM-KCBT,14:30,20:30
VILLUPURAM,1430SALKCBVV01L / 281AB,DELUXE 3X2,SALEM,CHENNAI-KILAMBAKKAM-KCBT,14:30,21:50
SETC,1500SALKCBAC / 422AC,AIR CONDITIONED,SALEM,CHENNAI-KILAMBAKKAM-KCBT,15:00,21:00
SETC,1530SALKCBNS / 422NS,NON AC SLEEPER SEATER,SALEM,CHENNAI-KILAMBAKKAM-KCBT,15:30,21:30
SALEM,1550SALKCBDD01L / 175U,DELUXE 3X2,SALEM,CHENNAI-KILAMBAKKAM-KCBT,15:50,22:50
VILLUPURAM,1655SALKCBVV01L / 281AJ,DELUXE 3X2,SALEM,CHENNAI-KILAMBAKKAM-KCBT,16:55,00:15
VILLUPURAM,1830SALKCBVV01L / 281AI,DELUXE 3X2,SALEM,CHENNAI-KILAMBAKKAM-KCBT,18:30,01:50
VILLUPURAM,1940SALKCBVV01L / 281J,DELUXE 3X2,SALEM,CHENNAI-KILAMBAKKAM-KCBT,19:40,03:00
SALEM,2040SALKCBDD01L / 175G,DELUXE 3X2,SALEM,CHENNAI-KILAMBAKKAM-KCBT,20:40,03:40
SETC,2045SALKCBNS / 422NS,NON AC SLEEPER SEATER,SALEM,CHENNAI-KILAMBAKKAM-KCBT,20:45,02:45
SALEM,2100SALKCBDD01L / 275B,DELUXE 3X2,SALEM,CHENNAI-KILAMBAKKAM-KCBT,21:00,04:00
SALEM,2110SALKCBDD01L / 175S,DELUXE 3X2,SALEM,CHENNAI-KILAMBAKKAM-KCBT,21:10,04:10
SETC,2115SALKCBAB / 422AB,AC SLEEPER SEATER,SALEM,CHENNAI-KILAMBAKKAM-KCBT,21:15,03:15
SETC,2145SALKCBNS / 422NS,NON AC SLEEPER SEATER,SALEM,CHENNAI-KILAMBAKKAM-KCBT,21:45,03:45
SALEM,2203SALKCBDD01L / 575C,DELUXE 3X2,SALEM,CHENNAI-KILAMBAKKAM-KCBT,22:03,05:03
SETC,2210SALKCB / 422UD,ULTRA DELUXE,SALEM,CHENNAI-KILAMBAKKAM-KCBT,22:10,04:40
SETC,2230SALKCBAB / 422AB,AC SLEEPER SEATER,SALEM,CHENNAI-KILAMBAKKAM-KCBT,22:30,04:30
VILLUPURAM,2240SALKCBVV01L / 281F,DELUXE 3X2,SALEM,CHENNAI-KILAMBAKKAM-KCBT,22:40,06:15
SETC,2245SALKCBNS / 422NS,NON AC SLEEPER SEATER,SALEM,CHENNAI-KILAMBAKKAM-KCBT,22:45,04:45
SETC,2300SALKCBAC / 422AC,AIR CONDITIONED,SALEM,CHENNAI-KILAMBAKKAM-KCBT,23:00,05:30
VILLUPURAM,2300SALKCBVV01L / 281AK,DELUXE 3X2,SALEM,CHENNAI-KILAMBAKKAM-KCBT,23:00,06:20
SETC,2315SALKCBAB / 422AB,AC SLEEPER SEATER,SALEM,CHENNAI-KILAMBAKKAM-KCBT,23:15,05:15
SETC,2130SALEKMNS / 729NS,NON AC SLEEPER SEATER,SALEM,ERNAKULAM,21:30,06:30
SETC,2030SALGUR / 724GUD,ULTRA DELUXE,SALEM,GURUVAYUR,20:30,04:30
SETC,2200SALKOH / 782UD,ULTRA DELUXE,SALEM,KOZHICODE,22:00,06:55
SETC,2100SALRAM / 637UD,ULTRA DELUXE,SALEM,RAMESWARAM,21:00,07:15
SETC,2130SALTIC / 633UD,ULTRA DELUXE,SALEM,TIRUCHENDUR,21:30,06:00
SETC,1615BANTICAB / 871AB,AC SLEEPER SEATER,SHANTHI NAGAR BS,TIRUCHENDUR,21:45,06:15
SETC,1700BANTIC / 871UD,ULTRA DELUXE,SHANTHI NAGAR BS,TIRUCHENDUR,22:00,07:00
SETC,1431BANTRV / 687UD,ULTRA DELUXE,SHANTHI NAGAR BS,TRIVANDRUM,19:31,02:01
SETC,1500BANMARNS / 892NS,NON AC SLEEPER SEATER,SHANTHI NAGAR BS,MARTHANDAM,20:00,02:30
SETC,1600BANNAGAB / 887AB,AC SLEEPER SEATER,SHANTHI NAGAR BS,NAGERCOIL VADACHERRY,20:30,03:30
SETC,1530BANPNM / 874PUD,ULTRA DELUXE,SHANTHI NAGAR BS,PAPANASAM-TNV,20:30,03:45
SETC,1645BANTIU / 873UD,ULTRA DELUXE,SHANTHI NAGAR BS,TIRUNELVELI,21:45,04:45
SETC,1830HOSPNM / 874HUD,ULTRA DELUXE,HOSUR,PAPANASAM-TNV,22:00,06:00
SETC,1800BANTIUNS / 870NS,NON AC SLEEPER SEATER,SHANTHI NAGAR BS,TIRUNELVELI,23:00,06:00
SETC,1915BANMAR / 892UD,ULTRA DELUXE,SHANTHI NAGAR BS,MARTHANDAM,23:50,06:10
SETC,0930SALTIPNS / 849NS,NON AC SLEEPER SEATER,SALEM,TIRUPATHI,09:30,17:30
SALEM,1145SALTIPDD01L / 399B,DELUXE 3X2,SALEM,TIRUPATHI,11:45,20:30
SETC,2000SALTIP / 849UD,ULTRA DELUXE,SALEM,TIRUPATHI,20:00,04:00
SETC,2030SALTIP / 849UD,ULTRA DELUXE,SALEM,TIRUPATHI,20:30,04:30
SETC,2100SALTIPNS / 849NS,NON AC SLEEPER SEATER,SALEM,TIRUPATHI,21:00,05:00
SETC,2130SALTIP / 849UD,ULTRA DELUXE,SALEM,TIRUPATHI,21:30,05:00
SETC,1730COITIP / 962UD,ULTRA DELUXE,COIMBATORE,TIRUPATHI,21:45,05:00
SETC,2200SALTIPAC / 849AC,AIR CONDITIONED,SALEM,TIRUPATHI,22:00,05:00
SETC,1800SAAOOT / 632UD,ULTRA DELUXE,SATTAN KULAM,OOTY,18:00,03:00
SETC,1630OPNKCB / 174UD,ULTRA DELUXE,OPPILAN,CHENNAI-KILAMBAKKAM-KCBT,17:00,05:30
SETC,1630SHEBANNS / 881NS,NON AC SLEEPER SEATER,SHENCOTTAH,BENGALURU,16:30,06:30
SETC,1830SHEBAN / 881UD,ULTRA DELUXE,SHENCOTTAH,BENGALURU,18:30,08:30
SETC,1415SHEAVANS / 184RNS,NON AC SLEEPER SEATER,SHENCOTTAH,CHENNAI AVADI,14:15,04:15
SETC,1500SHEKCBNS / 184NS,NON AC SLEEPER SEATER,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,15:00,03:30
SETC,1615SHEKCBAB / 184AB,AC SLEEPER SEATER,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,16:15,05:15
SETC,1700SHEKCBNS / 184NS,NON AC SLEEPER SEATER,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,17:00,04:00
SETC,1730SHEKCB / 184UD,ULTRA DELUXE,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,17:30,06:00
SETC,1800SHEKCBAB / 184AB,AC SLEEPER SEATER,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,18:00,05:00
SETC,1830SHEKCB / 184UD,ULTRA DELUXE,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,18:30,07:00
SETC,1900SHEKCB / 184UD,ULTRA DELUXE,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,19:00,07:30
SETC,2101SHEKCB / 184UD,ULTRA DELUXE,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,21:01,09:31
SETC,1415SHEAVANS / 184RNS,NON AC SLEEPER SEATER,SHENCOTTAH,CHENNAI AVADI,14:15,04:15
SETC,1500SHEKCBNS / 184NS,NON AC SLEEPER SEATER,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,15:00,03:30
SETC,1615SHEKCBAB / 184AB,AC SLEEPER SEATER,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,16:15,05:15
SETC,1700SHEKCBNS / 184NS,NON AC SLEEPER SEATER,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,17:00,04:00
SETC,1730SHEKCB / 184UD,ULTRA DELUXE,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,17:30,06:00
SETC,1800SHEKCBAB / 184AB,AC SLEEPER SEATER,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,18:00,05:00
SETC,1830SHEKCB / 184UD,ULTRA DELUXE,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,18:30,07:00
SETC,1900SHEKCB / 184UD,ULTRA DELUXE,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,19:00,07:30
SETC,2101SHEKCB / 184UD,ULTRA DELUXE,SHENCOTTAH,CHENNAI-KILAMBAKKAM-KCBT,21:01,09:31
SETC,1800SHEOOT / 629EUD,ULTRA DELUXE,SHENCOTTAH,OOTY,18:00,03:20
SETC,1900SHEGULNS / 629GNS,NON AC SLEEPER SEATER,SHENCOTTAH,GUDALORE (OOTY),19:00,03:30
SETC,2000SHEOOT / 629T,ULTRA DELUXE,SHENCOTTAH,OOTY,20:00,05:00
SETC,2030SHEOOT / 629UD,ULTRA DELUXE,SHENCOTTAH,OOTY,20:30,05:30
SETC,2000TUTEKM / 736UD,ULTRA DELUXE,TUTICORIN,ERNAKULAM,23:45,05:00
SETC,1630SHEBANNS / 881NS,NON AC SLEEPER SEATER,SHENCOTTAH,BENGALURU,16:30,05:30
SETC,1830SHEBAN / 881UD,ULTRA DELUXE,SHENCOTTAH,BENGALURU,18:30,07:30
SETC,1400SHEKOH / 784UD,ULTRA DELUXE,SHENCOTTAH,KOZHICODE,14:00,03:00
SETC,1600SHEPUU / 982UD,ULTRA DELUXE,SHENCOTTAH,PUDUCHERRY,16:00,05:15
SETC,1200SHETIP / 990UD,ULTRA DELUXE,SHENCOTTAH,TIRUPATHI,12:00,04:20
SETC,1930SVIKCB / 185UD,ULTRA DELUXE,SIVAKASI,CHENNAI-KILAMBAKKAM-KCBT,19:30,06:30
SETC,0900SRRKCBNS / 123UD,NON AC SLEEPER SEATER,SRIRANGAM,CHENNAI-KILAMBAKKAM-KCBT,09:00,17:00
SETC,2200SRRKCBNS / 123UD,NON AC SLEEPER SEATER,SRIRANGAM,CHENNAI-KILAMBAKKAM-KCBT,22:00,06:00
SETC,1415SHEAVANS / 184RNS,NON AC SLEEPER SEATER,SHENCOTTAH,CHENNAI AVADI,17:00,04:15
VILLUPURAM,0650TAMBANVV01L / 444TB,DELUXE 3X2,CHENNAI TAMBARAM,BENGALURU,06:50,15:20
VILLUPURAM,1915TAMBANVV01L / 444TK,DELUXE 3X2,CHENNAI TAMBARAM,BENGALURU,19:15,03:45
SETC,2030KCBBAN / 831KUD,ULTRA DELUXE,CHENNAI KALAIGNAR CBT,BENGALURU,21:00,05:00
SETC,2130KCBBANAC / 831KAC,AIR CONDITIONED,CHENNAI KALAIGNAR CBT,BENGALURU,22:00,06:00
SETC,1645VEABANNS / 864TNS,NON AC SLEEPER SEATER,VELANKANNI,BENGALURU,19:45,04:45
SETC,1845KUMBANAB / 844TAB,AC SLEEPER SEATER,KUMBAKONAM,BENGALURU,20:15,05:15
SETC,1715VEABANNS / 864NS,NON AC SLEEPER SEATER,VELANKANNI,BENGALURU,20:25,05:15
SETC,1805VEABANNS / 864NS,NON AC SLEEPER SEATER,VELANKANNI,BENGALURU,21:15,06:05
SETC,0700THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,07:00,14:15
KUMBAKONAM,0745THAKCBKK02L / 241V,DELUXE 3X2,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,07:45,15:55
KUMBAKONAM,0845THAKCBKK02L / 205H,DELUXE 3X2,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,08:45,16:55
SETC,0900THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,09:00,15:45
KUMBAKONAM,0900THAKCBKK02L / 241R,DELUXE 3X2,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,09:00,17:10
SETC,0935THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,09:35,16:50
SETC,1040THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,10:40,17:40
KUMBAKONAM,1045THAKCBKK02L / 241U,DELUXE 3X2,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,10:45,18:55
SETC,1100THAKCBNS / 323NS,NON AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,11:00,18:00
SETC,1200THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,12:00,19:15
SETC,1200THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,12:00,19:30
SETC,1230THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,12:30,19:45
SETC,1235THAKCBNS / 323NS,NON AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,12:35,19:50
SETC,1300THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,13:00,20:15
SETC,1330THAKCBAC / 323AC,AIR CONDITIONED,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,13:30,20:45
SETC,1430THAKCBAC / 323AC,AIR CONDITIONED,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,14:30,21:45
SETC,2005THAKCB / 323TUD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,20:05,03:30
SETC,2035THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,20:35,02:35
SETC,2050THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,20:50,03:50
SETC,2100THAKCBNS / 323NS,NON AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,21:00,04:00
SETC,2115THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,21:15,04:45
SETC,2130THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,21:30,04:45
KUMBAKONAM,2150THAKCBKK02L / 241G,DELUXE 3X2,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,21:50,06:00
SETC,2200THAKCBNS / 323NS,NON AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,22:00,05:30
SETC,2215THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,22:15,05:45
SETC,2230THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,22:30,05:15
SETC,0700THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,07:00,14:15
KUMBAKONAM,0745THAKCBKK02L / 241V,DELUXE 3X2,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,07:45,15:55
KUMBAKONAM,0845THAKCBKK02L / 205H,DELUXE 3X2,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,08:45,16:55
SETC,0900THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,09:00,15:45
KUMBAKONAM,0900THAKCBKK02L / 241R,DELUXE 3X2,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,09:00,17:10
SETC,0935THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,09:35,16:50
SETC,1040THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,10:40,17:40
KUMBAKONAM,1045THAKCBKK02L / 241U,DELUXE 3X2,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,10:45,18:55
SETC,1100THAKCBNS / 323NS,NON AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,11:00,18:00
SETC,1200THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,12:00,19:15
SETC,1200THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,12:00,19:30
SETC,1230THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,12:30,19:45
SETC,1235THAKCBNS / 323NS,NON AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,12:35,19:50
SETC,1300THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,13:00,20:15
SETC,1330THAKCBAC / 323AC,AIR CONDITIONED,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,13:30,20:45
SETC,1430THAKCBAC / 323AC,AIR CONDITIONED,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,14:30,21:45
SETC,2005THAKCB / 323TUD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,20:05,03:30
SETC,2035THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,20:35,02:35
SETC,2050THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,20:50,03:50
SETC,2100THAKCBNS / 323NS,NON AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,21:00,04:00
SETC,2115THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,21:15,04:45
SETC,2130THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,21:30,04:45
KUMBAKONAM,2150THAKCBKK02L / 241G,DELUXE 3X2,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,21:50,06:00
SETC,2200THAKCBNS / 323NS,NON AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,22:00,05:30
SETC,2215THAKCBAB / 323AB,AC SLEEPER SEATER,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,22:15,05:45
SETC,2230THAKCB / 323UD,ULTRA DELUXE,THANJAVUR,CHENNAI-KILAMBAKKAM-KCBT,22:30,05:15
SETC,2000THATIP / 851UD,ULTRA DELUXE,THANJAVUR,TIRUPATHI,20:00,06:25
SETC,2000THATIP / 851UD,ULTRA DELUXE,THANJAVUR,TIRUPATHI,20:00,06:25
SETC,1745THEKCB / 160UD,ULTRA DELUXE,THENI,CHENNAI-KILAMBAKKAM-KCBT,17:45,05:30
SETC,1730BODKCBNS / 163NS,NON AC SLEEPER SEATER,BODI,CHENNAI-KILAMBAKKAM-KCBT,18:00,03:00
SETC,1630KUIKCB / 172UD,ULTRA DELUXE,KUMILI,CHENNAI-KILAMBAKKAM-KCBT,18:10,06:30
SETC,1830THEKCB / 160UD,ULTRA DELUXE,THENI,CHENNAI-KILAMBAKKAM-KCBT,18:30,06:15
SETC,1900THEKCBAB / 160AB,AC SLEEPER SEATER,THENI,CHENNAI-KILAMBAKKAM-KCBT,19:00,05:00
SETC,1830BODKCB / 163UD,ULTRA DELUXE,BODI,CHENNAI-KILAMBAKKAM-KCBT,19:00,04:00
SETC,1630MNNKCBLB / 757LB,NON AC LOWER BERTH SEATER,MUNNAR,CHENNAI-KILAMBAKKAM-KCBT,19:00,06:30
SETC,1945THEKCB / 160UD,ULTRA DELUXE,THENI,CHENNAI-KILAMBAKKAM-KCBT,19:45,07:30
SETC,1900CBAKCB / 164UD,ULTRA DELUXE,CUMBAM,CHENNAI-KILAMBAKKAM-KCBT,19:50,09:45
SETC,1745MNNKCBAB / 757AB,AC SLEEPER SEATER,MUNNAR,CHENNAI-KILAMBAKKAM-KCBT,20:15,07:45
SETC,2000CBAKCBLB / 164LB,NON AC LOWER BERTH SEATER,CUMBAM,CHENNAI-KILAMBAKKAM-KCBT,21:00,10:45
SETC,2130THEKCBAC / 160AC,AIR CONDITIONED,THENI,CHENNAI-KILAMBAKKAM-KCBT,21:30,09:15
SETC,1745THEKCB / 160UD,ULTRA DELUXE,THENI,CHENNAI-KILAMBAKKAM-KCBT,17:45,05:30
SETC,1730BODKCBNS / 163NS,NON AC SLEEPER SEATER,BODI,CHENNAI-KILAMBAKKAM-KCBT,18:00,03:00
SETC,1630KUIKCB / 172UD,ULTRA DELUXE,KUMILI,CHENNAI-KILAMBAKKAM-KCBT,18:10,06:30
SETC,1830THEKCB / 160UD,ULTRA DELUXE,THENI,CHENNAI-KILAMBAKKAM-KCBT,18:30,06:15
SETC,1900THEKCBAB / 160AB,AC SLEEPER SEATER,THENI,CHENNAI-KILAMBAKKAM-KCBT,19:00,05:00
SETC,1830BODKCB / 163UD,ULTRA DELUXE,BODI,CHENNAI-KILAMBAKKAM-KCBT,19:00,04:00
SETC,1630MNNKCBLB / 757LB,NON AC LOWER BERTH SEATER,MUNNAR,CHENNAI-KILAMBAKKAM-KCBT,19:00,06:30
SETC,1945THEKCB / 160UD,ULTRA DELUXE,THENI,CHENNAI-KILAMBAKKAM-KCBT,19:45,07:30
SETC,1900CBAKCB / 164UD,ULTRA DELUXE,CUMBAM,CHENNAI-KILAMBAKKAM-KCBT,19:50,09:45
SETC,1745MNNKCBAB / 757AB,AC SLEEPER SEATER,MUNNAR,CHENNAI-KILAMBAKKAM-KCBT,20:15,07:45
SETC,2000CBAKCBLB / 164LB,NON AC LOWER BERTH SEATER,CUMBAM,CHENNAI-KILAMBAKKAM-KCBT,21:00,10:45
SETC,2130THEKCBAC / 160AC,AIR CONDITIONED,THENI,CHENNAI-KILAMBAKKAM-KCBT,21:30,09:15
SETC,1715THSKCB / 194UD,ULTRA DELUXE,THYSAYANVILAI,CHENNAI-KILAMBAKKAM-KCBT,17:15,05:45
SETC,1900KTMOOT / 662UD,ULTRA DELUXE,KUTTAM,OOTY,19:45,05:00
SETC,1800TICBAN / 871UD,ULTRA DELUXE,TIRUCHENDUR,BENGALURU,18:00,08:00
SETC,1830TICBANAB / 871AB,AC SLEEPER SEATER,TIRUCHENDUR,BENGALURU,18:30,08:30
SETC,1545TICKCBAB / 191AB,AC SLEEPER SEATER,TIRUCHENDUR,CHENNAI-KILAMBAKKAM-KCBT,15:45,04:15
SETC,1500KTMKCB / 189UD,ULTRA DELUXE,KUTTAM,CHENNAI-KILAMBAKKAM-KCBT,16:00,05:30
SETC,1600TICTIINS / 191TNS,NON AC SLEEPER SEATER,TIRUCHENDUR,CHENNAI TIRUVOTRIYUR,16:00,05:15
SETC,1630TICKCBAB / 191AB,AC SLEEPER SEATER,TIRUCHENDUR,CHENNAI-KILAMBAKKAM-KCBT,16:30,05:00
SETC,1630UDAKCBNS / 193TNS,NON AC SLEEPER SEATER,UDANKUDI,CHENNAI-KILAMBAKKAM-KCBT,17:00,04:30
SETC,1830TICKCBLB / 191LB,NON AC LOWER BERTH SEATER,TIRUCHENDUR,CHENNAI-KILAMBAKKAM-KCBT,18:30,06:00
SETC,1900TICKCBNS / 191NS,NON AC SLEEPER SEATER,TIRUCHENDUR,CHENNAI-KILAMBAKKAM-KCBT,19:00,06:30
SETC,1930TICKCB / 191UD,ULTRA DELUXE,TIRUCHENDUR,CHENNAI-KILAMBAKKAM-KCBT,19:30,08:00
SETC,1935TICKCBAB / 191AB,AC SLEEPER SEATER,TIRUCHENDUR,CHENNAI-KILAMBAKKAM-KCBT,19:35,08:05
COIMBATORE,0810TICCOICC01L / 868B,DELUXE 3X2,TIRUCHENDUR,COIMBATORE,08:10,18:10
SETC,1730TICGUR / 739UD,ULTRA DELUXE,TIRUCHENDUR,GURUVAYUR,17:30,03:00
SETC,1800SAAOOT / 632UD,ULTRA DELUXE,SATTAN KULAM,OOTY,19:00,03:00
COIMBATORE,2005TICCOICC01L / 868A,DELUXE 3X2,TIRUCHENDUR,COIMBATORE,20:05,06:05
SETC,2000UDAOOT / 632UD,ULTRA DELUXE,UDANKUDI,OOTY,20:30,04:30
TIRUNELVELI,2120TICCOITT01L / 603B,DELUXE 3X2,TIRUCHENDUR,COIMBATORE,21:20,07:30
SETC,1520TICKOH / 743EUD,ULTRA DELUXE,TIRUCHENDUR,KOZHICODE,15:20,05:35
SETC,1640TICPUU / 847EUD,ULTRA DELUXE,TIRUCHENDUR,PUDUCHERRY,16:40,05:40
SETC,1730TICPUU / 847EUD,ULTRA DELUXE,TIRUCHENDUR,PUDUCHERRY,17:30,04:30
SETC,1815TICPUU / 847EUD,ULTRA DELUXE,TIRUCHENDUR,PUDUCHERRY,18:15,05:15
SETC,1800TICBAN / 871UD,ULTRA DELUXE,TIRUCHENDUR,BENGALURU,18:00,03:30
SETC,1830TICBANAB / 871AB,AC SLEEPER SEATER,TIRUCHENDUR,BENGALURU,18:30,04:30
SETC,1900TICSAL / 633UD,ULTRA DELUXE,TIRUCHENDUR,SALEM,19:00,06:00
SETC,1335TICTIPNS / 981NS,NON AC SLEEPER SEATER,TIRUCHENDUR,TIRUPATHI,13:35,04:35
SETC,1930SVIKCB / 185UD,ULTRA DELUXE,SIVAKASI,CHENNAI-KILAMBAKKAM-KCBT,21:00,06:30
SETC,1930TITKCB / 138UD,ULTRA DELUXE,TIRUPATHURRMD,CHENNAI-KILAMBAKKAM-KCBT,20:15,04:30
SETC,1600TIUBANAB / 874AB,AC SLEEPER SEATER,TIRUNELVELI,BENGALURU,16:00,05:00
SETC,1700TIUBANLB / 874LB,NON AC LOWER BERTH SEATER,TIRUNELVELI,BENGALURU,17:00,05:00
SETC,1400MARBANNS / 892NS,NON AC SLEEPER SEATER,MARTHANDAM,BENGALURU,17:25,04:15
SETC,1630NAGBANAB / 887AB,AC SLEEPER SEATER,VADACHERRY,BENGALURU,18:00,05:00
SETC,1800TIUBANNS / 874NS,NON AC SLEEPER SEATER,TIRUNELVELI,BENGALURU,18:00,06:00
SETC,1830TIUBAN / 874UD,ULTRA DELUXE,TIRUNELVELI,BENGALURU,18:30,07:30
SETC,1430TRVBAN / 687UD,ULTRA DELUXE,TRIVANDRUM,BENGALURU,19:00,07:30
SETC,1915TIUBAN / 873UD,ULTRA DELUXE,TIRUNELVELI,BENGALURU,19:15,07:15
SETC,2000TIUBANNS / 874NS,NON AC SLEEPER SEATER,TIRUNELVELI,BENGALURU,20:00,08:00
SETC,1730KAKBANNS / 888NS,NON AC SLEEPER SEATER,KANYAKUMARI,BENGALURU,20:30,09:00
SETC,2030TIUBANAL / 874AL,AC LOWER BERTH SEATER,TIRUNELVELI,BENGALURU,20:30,09:30
SETC,1930NAGBANNS / 887NS,NON AC SLEEPER SEATER,VADACHERRY,BENGALURU,21:00,07:30
SETC,2000NAGBAN / 887UD,ULTRA DELUXE,VADACHERRY,BENGALURU,22:00,14:00
